timestamp,position_motor_1,velocity_motor_1,torque_motor_1,position_motor_2,velocity_motor_2,torque_motor_2,position_motor_3,velocity_motor_3,torque_motor_3,position_motor_4,velocity_motor_4,torque_motor_4,position_motor_5,velocity_motor_5,torque_motor_5,position_motor_6,velocity_motor_6,torque_motor_6,position_motor_7,velocity_motor_7,torque_motor_7,position_motor_8,velocity_motor_8,torque_motor_8,position_motor_9,velocity_motor_9,torque_motor_9
2025-10-14T11:08:33.305,-0.005531311035,-0.018314361572,1.221008300781,-0.006711006165,-0.004884719849,0.556785583496,-0.005177497864,-0.004884719849,0.380958557129,-0.002861022949,-0.002442359924,0.198291778564,0.005149841309,-0.002442359924,-0.841026306152,-0.002479553223,0.007328033447,0.051282882690,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
2025-10-14T11:08:33.405,-0.005531311035,-0.006105422974,1.221008300781,-0.006711006165,-0.004884719849,0.673995971680,-0.005177497864,-0.004884719849,0.673995971680,-0.003242492676,-0.002442359924,0.198291778564,0.005149841309,-0.002442359924,-0.841026306152,-0.002479553223,-0.007326126099,0.051282882690,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
2025-10-14T11:08:33.505,-0.005531311035,-0.030525207520,1.123336791992,-0.006711006165,-0.004884719849,1.084259033203,-0.005177497864,-0.004884719849,0.498176574707,-0.002861022949,-0.002442359924,0.198291778564,0.005149841309,-0.002442359924,-0.827350616455,-0.002479553223,-0.021978378296,0.051282882690,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
2025-10-14T11:08:33.605,-0.005531311035,-0.006105422974,1.221008300781,-0.006711006165,-0.004884719849,0.439567565918,-0.005177497864,-0.004884719849,0.322349548340,-0.002861022949,0.002442359924,0.198291778564,0.005149841309,-0.002442359924,-0.841026306152,-0.002479553223,-0.021978378296,0.051282882690,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
2025-10-14T11:08:33.705,-0.005531311035,0.006107330322,1.221008300781,-0.006711006165,-0.004884719849,0.439567565918,-0.005177497864,-0.004884719849,0.732604980469,-0.003242492676,-0.007326126099,0.198291778564,0.005149841309,0.002442359924,-0.827350616455,-0.002479553223,-0.007326126099,0.051282882690,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
2025-10-14T11:08:33.805,-0.005531311035,-0.006105422974,1.123336791992,-0.006711006165,-0.004884719849,0.615394592285,-0.005177497864,-0.004884719849,0.498176574707,-0.003242492676,-0.007326126099,0.198291778564,0.005149841309,-0.002442359924,-0.827350616455,-0.002479553223,-0.007326126099,0.046398162842,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
2025-10-14T11:08:33.906,-0.005531311035,0.006107330322,1.221008300781,-0.006711006165,-0.004884719849,0.380958557129,-0.005177497864,-0.004884719849,0.439567565918,-0.002861022949,-0.002442359924,0.198291778564,0.005149841309,-0.002442359924,-0.841026306152,-0.002479553223,0.007328033447,0.051282882690,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
2025-10-14T11:08:34.006,-0.005531311035,-0.006105422974,1.123336791992,-0.006711006165,-0.004884719849,0.556785583496,-0.005177497864,-0.004884719849,0.556785583496,-0.003242492676,-0.007326126099,0.198291778564,0.005149841309,0.002442359924,-0.841026306152,-0.002479553223,-0.007326126099,0.051282882690,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
2025-10-14T11:08:34.106,-0.005531311035,0.006107330322,1.123336791992,-0.006711006165,-0.004884719849,0.380958557129,-0.005177497864,-0.004884719849,0.498176574707,-0.002861022949,0.002442359924,0.198291778564,0.005149841309,-0.002442359924,-0.841026306152,-0.002479553223,-0.007326126099,0.051282882690,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
2025-10-14T11:08:34.206,-0.005531311035,-0.006105422974,1.123336791992,-0.006711006165,-0.004884719849,0.908432006836,-0.005177497864,-0.004884719849,0.380958557129,-0.002861022949,-0.002442359924,0.198291778564,0.005149841309,-0.007326126099,-0.827350616455,-0.002479553223,-0.007326126099,0.051282882690,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
